INDEXSORT,YearIndex,Year,FemCode,MatCode,FDNA,FemID,MatID,DamFemCode,DamID,JuvID,Site,YearFirstCap,DOB,Age,Lifespan,IDNotes,DeathYear,FemNotes,Northing,Easting,FemRS,CapDate,CapMass,FirstBirth,DayBirth,FemSVLAft,FemTotAft,FemTailBreak,FemMassAft,Clutch,Cmass,RelCMass,MeanCmass,MeanCSVL,MeanCTot,SexRatio,Nmale,Nstillborn,Csuccess,OffID,JuvBDate,JuvDBirth,OffCode,OffDNA,OffMass,OffSVL,OffTot,OffTL,OffSex,SexAcc,OffRelDate,OffRS,OffNotes,CatchSept,SVLSept,TotSept,TBSept,MassSept,CopsL,CopsR,CopsTot,FolL,FolR,FolTot,NorthSept,EastSept
7163,20,2013,,01/401,,,2110,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6721,4/02/2014,56,2040,,0.5661,29.54,66.67,37.13,0,,,3,,,,,,,,,,,,,,
7164,20,2013,,01/401,,,2110,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6722,4/02/2014,56,Jan-45,,0.5992,29.68,69.15,39.47,1,,,12,,,,,,,,,,,,,,
7165,20,2013,01/403,01/403,,2113,2113,,,,CP,2011,,,,,,,650,251,12,20/01/2014,12.5432,4/02/2014,56,78,155,53,9.1823,5,2.4945,0.271663962,0.4989,29.875,65.815,0.4,2,0,1,6723,4/02/2014,56,Jan-41,,0.5537,29.7,65.49,35.79,1,,,7,light and spotty,,,,,,,,,,,,,
7166,20,2013,,01/403,,,2113,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6724,4/02/2014,56,2042,,0.5246,29.5,66.58,37.08,1,,,9,light and spotty,,,,,,,,,,,,,
7167,20,2013,,01/403,,,2113,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6725,4/02/2014,56,2043,,0.5172,30.03,63.86,33.83,0,,,2,light and spotty,,,,,,,,,,,,,
7168,20,2013,,01/403,,,2113,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6726,4/02/2014,56,2044,,0.578,30.27,67.33,37.06,0,,,8,light and spotty,,,,,,,,,,,,,
7169,20,2013,,01/403,,,2113,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.321,,,,,,,,Dead,,,,,,,,,,,,,
7170,20,2013,01/205,01/205,,2200,2200,,,,CP,2012,,,,,,,821,236,11,20/01/2014,9.9317,4/02/2014,56,75,148,47,6.5185,5,2.444,0.374932883,0.4888,29.554,65.726,0.6,3,0,1,6727,4/02/2014,56,2011,,0.4844,29.31,66.33,37.02,0,,,3,,,,,,,,,,,,,,
7171,20,2013,,01/205,,,2200,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6728,4/02/2014,56,2012,,0.4418,29.57,65.03,35.46,1,,,2,,,,,,,,,,,,,,
7172,20,2013,,01/205,,,2200,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6729,4/02/2014,56,2013,,0.5327,29.59,64.51,34.92,1,,,6,,,,,,,,,,,,,,
7173,20,2013,,01/205,,,2200,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6730,4/02/2014,56,2014,,0.4913,29.09,64.92,35.83,1,,,1,,,,,,,,,,,,,,
7174,20,2013,,01/205,,,2200,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6731,4/02/2014,56,2015,,0.4938,30.21,67.84,37.63,0,,,8,,,,,,,,,,,,,,
7175,20,2013,2353,2353,,2306,2306,Jan-24,1702,5607,CP,2013,12/02/2011,3,4,check id,,,730,306,4,20/01/2014,8.645,4/02/2014,56,73,165,0,7.716,3,1.906,0.247019181,0.6353,30.59333333,69.48,0.666666667,2,0,1,6732,4/02/2014,56,2020,,0.6072,30.69,68.45,37.76,1,,,1,,,,,,,,,,,,,,
7176,20,2013,,2353,,,2306,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6733,4/02/2014,56,2021,,0.6316,30.42,70.27,39.85,1,,,2,,,,,,,,,,,,,,
7177,20,2013,,2353,,,2306,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6734,4/02/2014,56,2022,,0.6672,30.67,69.72,39.05,0,,,10,,,,,,,,,,,,,,
7178,20,2013,0002/5,0002/5,,2307,2307,,,,CP,2013,,,,,,was 0002 (top CP),,,12,20/01/2014,7.7108,4/02/2014,56,70,163,0,5.198,2,0.99,0.190457868,0.495,29.335,66.29,1,2,0,1,6735,4/02/2014,56,Jan-23,,0.5096,29.02,65.95,36.93,1,,,8,,,,,,,,,,,,,,
7179,20,2013,,0002/5,,,2307,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6736,4/02/2014,56,2024,,0.4804,29.65,66.63,36.98,1,,,5,,,,,,,,,,,,,,
7180,20,2013,0003,0003,,2308,2308,,,,CP,2013,,,,,,captured top CP,,,12,20/01/2014,9.8984,4/02/2014,56,75,166,0,7.8595,5,2.8812,0.366588205,0.5762,29.822,66.414,0.6,3,0,1,6737,4/02/2014,56,Jan-25,,0.5613,29.69,67.16,37.47,1,,,1,,,,,,,,,,,,,,
7181,20,2013,,0003,,,2308,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6738,4/02/2014,56,Jan-30,,0.6078,29.66,66.54,36.88,0,,,12,,,,,,,,,,,,,,
7182,20,2013,,0003,,,2308,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6739,4/02/2014,56,2031,,0.5937,30.02,66.94,36.92,1,,,10,,,,,,,,,,,,,,
7183,20,2013,,0003,,,2308,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6740,4/02/2014,56,2032,,0.6172,30,64.82,34.82,0,,,3,,,,,,,,,,,,,,
7184,20,2013,,0003,,,2308,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6741,4/02/2014,56,2050,,0.5012,29.74,66.61,36.87,1,,,6,,,,,,,,,,,,,,
7185,20,2013,011/40,011/40,,1507,1507,,,,CP,2005,,,,not seen since 2008,,,836,229,11,29/01/2014,12.5924,5/02/2014,57,84,161,50,10.2433,5,2.9623,0.289193912,0.5925,30.138,69.3275,0.6,3,0,1,6742,5/02/2014,57,2145,,0.638,30.22,70.32,40.1,0,,,9,,,,,,,,,,,,,,
7186,20,2013,,011/40,,,1507,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6743,5/02/2014,57,2030,,0.5678,30.19,68.84,38.65,1,,,11,,,,,,,,,,,,,,
7187,20,2013,,011/40,,,1507,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6744,5/02/2014,57,Jan-31,,0.5776,30.2,67.96,37.76,1,,,2,,,,,,,,,,,,,,
7188,20,2013,,011/40,,,1507,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6745,5/02/2014,57,Jan-32,,0.6118,30.6,70.19,39.59,1,,,3,,,,,,,,,,,,,,
7189,20,2013,,011/40,,,1507,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6746,5/02/2014,57,Jan-33,,0.5671,29.48,,,0,,,4,,,,,,,,,,,,,,
7190,20,2013,001/34,001/34,,1600,1600,,,,CP,2006,,,,,,,630,236,12,29/01/2014,11.5455,5/02/2014,57,80,144,26,10.8746,4,2.1746,0.199970574,0.5437,29.0275,64.3875,0.75,3,0,1,6747,5/02/2014,57,Jan-00,,0.5332,28.9,63.65,34.75,1,,,7,,,,,,,,,,,,,,
7191,20,2013,,001/34,,,1600,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6748,5/02/2014,57,Jan-01,,0.5104,28.2,62.28,34.08,1,,,10,,,,,,,,,,,,,,
7192,20,2013,,001/34,,,1600,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6749,5/02/2014,57,Jan-02,,0.5791,29.92,66.8,36.88,1,,,7,,,,,,,,,,,,,,
7193,20,2013,,001/34,,,1600,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6750,5/02/2014,57,Jan-03,,0.5519,29.09,64.82,35.73,0,,,9,,,,,,,,,,,,,,
7194,20,2013,Feb-10,Feb-10,,1852,1852,0430,1634,4336,CP,2008,1/02/2008,6,9,,,,704,318,2,20/01/2014,12.0993,5/02/2014,57,82,175,0,8.724,5,2.8961,0.33196928,0.5792,30.236,66.696,0.6,3,0,1,6751,5/02/2014,57,2112,,0.6065,31.07,70.14,39.07,0,,,9,,,,,,,,,,,,,,
7195,20,2013,,Feb-10,,,1852,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6752,5/02/2014,57,Jan-13,,0.5989,30.27,65.38,35.11,1,,,10,,,,,,,,,,,,,,
7196,20,2013,,Feb-10,,,1852,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6753,5/02/2014,57,Jan-14,,0.6047,30.43,69.5,39.07,1,,,6,,,,,,,,,,,,,,
7197,20,2013,,Feb-10,,,1852,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6754,5/02/2014,57,2115,,0.5458,29.17,63.07,33.9,1,,,7,,,,,,,,,,,,,,
7198,20,2013,,Feb-10,,,1852,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6755,5/02/2014,57,Jan-20,,0.5402,30.24,65.39,35.15,0,,,2,,,,,,,,,,,,,,
7199,20,2013,0533,0533,,1905,1905,5335,1629,3831,CP,2009,5/02/2007,7,8,,,,697,310,1,20/01/2014,12.0299,5/02/2014,57,84,145,13,10.733,3,1.8371,0.171163701,0.6124,29.91666667,66.13666667,0.666666667,2,0,1,6756,5/02/2014,57,2034,,0.5823,29.99,67.6,37.61,1,,,7,,,,,,,,,,,,,,
7200,20,2013,,0533,,,1905,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6757,5/02/2014,57,Jan-35,,0.5898,29.56,66.52,36.96,0,,,3,,,,,,,,,,,,,,
7201,20,2013,,0533,,,1905,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758,5/02/2014,57,Jan-40,,0.665,30.2,64.29,34.09,1,,,5,,,,,,,,,,,,,,
7202,20,2013,5435,5435,,2100,2100,1145,1401,4796,CP,2011,16/02/2009,5,9,,,,780,266,8,20/01/2014,9.9268,5/02/2014,57,77,160,0,7.8282,4,2.3424,0.299225876,0.5856,30.63,68.9225,0.25,1,0,1,6759,5/02/2014,57,Jan-52,,0.6082,30.66,69.02,38.36,1,,,2,,,,,,,,,,,,,,
7203,20,2013,,5435,,,2100,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6760,5/02/2014,57,Jan-53,,0.5742,30.81,68.5,37.69,0,,,11,,,,,,,,,,,,,,
7204,20,2013,,5435,,,2100,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6761,5/02/2014,57,2054,,0.591,30.42,67.13,36.71,0,,,3,,,,,,,,,,,,,,
7205,20,2013,,5435,,,2100,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6762,5/02/2014,57,Jan-55,,0.569,30.63,71.04,40.41,0,,,1,,,,,,,,,,,,,,
7206,20,2013,4330,4330,,2208,2208,0141,1907,5212,CP,2012,29/01/2010,4,5,,,,693,314,2,20/01/2014,11.7699,5/02/2014,57,82,144,26,8.4925,5,3.0883,0.36365028,0.6177,30.938,68.984,0.4,2,0,1,6763,5/02/2014,57,Jan-21,,0.6353,31.36,70.72,39.36,0,,,4,,,,,,,,,,,,,,
7207,20,2013,,4330,,,2208,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6764,5/02/2014,57,2022,,0.6307,31.12,68.4,37.28,1,,,9,,,,,,,,,,,,,,
7208,20,2013,,4330,,,2208,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6765,5/02/2014,57,2023,,0.6652,30.7,68.37,37.67,0,,,7,,,,,,,,,,,,,,
7209,20,2013,,4330,,,2208,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6766,5/02/2014,57,2023/4,,0.5657,30.62,69.88,39.26,0,,,4,,,,,,,,,,,,,,
7210,20,2013,,4330,,,2208,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6767,5/02/2014,57,2025,,0.5914,30.89,67.55,36.66,1,,,8,,,,,,,,,,,,,,
7211,20,2013,2503,2503,,2309,2309,Feb-04,1809,5642,CP,2013,14/02/2011,3,4,,,,811,248,11,20/01/2014,6.8232,5/02/2014,57,71,162,0,7.7654,1,0.6051,0.07792258,0.6051,30.73,69.6,0,0,0,1,6768,5/02/2014,57,2051,,0.6051,30.73,69.6,38.87,0,,,12,,,,,,,,,,,,,,
7212,20,2013,2403,2403,,2310,2310,,,,CP,2013,,,,,,,765,286,6,20/01/2014,8.4267,5/02/2014,57,71,158,0,7.2737,4,1.8857,0.259249075,0.4714,28.8075,63.68,0.75,3,0,1,6769,5/02/2014,57,2104,,0.5013,28.99,65.41,36.42,1,,,1,,,,,,,,,,,,,,
7213,20,2013,,2403,,,2310,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6770,5/02/2014,57,2105,,0.4245,28.44,62.88,34.44,1,,,1,,,,,,,,,,,,,,
7214,20,2013,,2403,,,2310,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6771,5/02/2014,57,Jan-11,,0.4867,29.19,64.21,35.02,1,,,3,,,,,,,,,,,,,,
7215,20,2013,,2403,,,2310,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6772,5/02/2014,57,Jan-11,,0.4732,28.61,62.22,33.61,0,,,2,,,,,,,,,,,,,,
7216,20,2013,0544,0544,,1832,1832,Jan-11,1632,3842,CP,2008,6/02/2007,7,8,,,,781,268,8,24/01/2014,10.7983,6/02/2014,58,79,110,tip,9.022,5,2.963,0.328419419,0.5926,30.118,67.5275,0.8,4,0,1,6773,6/02/2014,58,2041,,0.6222,30.59,69.26,38.67,1,,,12,,,,,,,,,,,,,,
7217,20,2013,,0544,,,1832,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6774,6/02/2014,58,Jan-42,,0.5718,29.53,65.25,35.72,1,,,10,"dark, few spots on side",,,,,,,,,,,,,
7218,20,2013,,0544,,,1832,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6775,6/02/2014,58,Jan-43,,0.5875,30.77,69.48,38.71,0,,,4,"dark, few spots on side",,,,,,,,,,,,,
7219,20,2013,,0544,,,1832,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6776,6/02/2014,58,Jan-44,,0.5892,29.35,,,1,,,5,,,,,,,,,,,,,,
7220,20,2013,,0544,,,1832,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6777,6/02/2014,58,Jan-45,,0.5923,30.35,66.12,35.77,1,,,7,,,,,,,,,,,,,,
7221,20,2013,4412,4412,,2205,2205,01/202,1854,5245,CP,2012,31/01/2010,4,6,,,,817,242,11,30/01/2014,9.5086,6/02/2014,58,74,158,0,6.4478,5,2.7335,0.42394305,0.5467,29.442,64.6375,0.6,3,0,1,6778,6/02/2014,58,Jan-04,,0.5737,29.82,64.74,34.92,1,,,2,,,,,,,,,,,,,,
7222,20,2013,,4412,,,2205,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6779,6/02/2014,58,Jan-05,,0.5756,29.5,64.17,34.67,0,,,3,,,,,,,,,,,,,,
7223,20,2013,,4412,,,2205,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6780,6/02/2014,58,2110,,0.5718,28.92,,,0,,,4,,,,,,,,,,,,,,
7224,20,2013,,4412,,,2205,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6781,6/02/2014,58,2111,,0.4961,29.33,63.94,34.61,1,,,5,,,,,,,,,,,,,,
7225,20,2013,,4412,,,2205,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6782,6/02/2014,58,Jan-12,,0.5163,29.64,65.7,36.06,1,,,8,,,,,,,,,,,,,,
7226,20,2013,2041,2041,,2311,2311,01/500,2001,5554,CP,2013,8/02/2011,3,8,,,,740,288,5,24/01/2014,9.6291,6/02/2014,58,72,141,15,6.7698,3,1.9472,0.287630358,0.6491,31.05333333,68.91333333,0.666666667,2,0,1,6783,6/02/2014,58,2101,,0.6737,31.52,69.98,38.46,1,,,1,,,,,,,,,,,,,,
7227,20,2013,,2041,,,2311,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6784,6/02/2014,58,2102,,0.6206,30.92,69.35,38.43,0,,,6,,,,,,,,,,,,,,
7228,20,2013,,2041,,,2311,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6785,6/02/2014,58,2103,,0.6529,30.72,67.41,36.69,1,,,8,,,,,,,,,,,,,,
7229,20,2013,2311,2311,,2312,2312,3235,2005,5592,CP,2013,11/02/2011,3,3,,,,866,177,11,24/01/2014,10.5561,6/02/2014,58,76,163,tip,8.878,4,2.0835,0.234681235,0.5209,29.01,65.38,0.25,1,0,1,6786,6/02/2014,58,2150,,0.5214,29.62,65.52,35.9,0,,,1,,,,,,,,,,,,,,
7230,20,2013,,2311,,,2312,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6787,6/02/2014,58,Jan-50,,0.5691,28.54,64.08,35.54,1,,,5,,,,,,,,,,,,,,
7231,20,2013,,2311,,,2312,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6788,6/02/2014,58,Jan-51,,0.4852,29.3,66.19,36.89,0,,,11,,,,,,,,,,,,,,
7232,20,2013,,2311,,,2312,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6789,6/02/2014,58,2052,,0.5078,28.58,65.73,37.15,0,,,1,,,,,,,,,,,,,,
7233,20,2013,2324,2324,,2313,2313,0536,1905,5584,CP,2013,10/02/2011,3,3,,,,798,236,11,24/01/2014,10.034,6/02/2014,58,75,155,40,8.0839,4,2.5316,0.313165675,0.6329,30.6375,68.55,0.25,1,0,1,6790,6/02/2014,58,2053,,0.6868,30.9,69.31,38.41,1,,,10,,,,,,,,,,,,,,
7234,20,2013,,2324,,,2313,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6791,6/02/2014,58,Jan-54,,0.6054,30.01,67.87,37.86,0,,,4,,,,,,,,,,,,,,
7235,20,2013,,2324,,,2313,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6792,6/02/2014,58,2055,,0.6308,31.44,69.39,37.95,0,,,12,,,,,,,,,,,,,,
7236,20,2013,,2324,,,2313,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6793,6/02/2014,58,2100,,0.6086,30.2,67.63,37.43,0,,,8,,,,,,,,,,,,,,
7237,20,2013,2500,2500,,2314,2314,Jan-03,1305,5654,CP,2013,15/02/2011,3,3,,,,771,269,7,20/01/2014,8.4874,6/02/2014,58,72,160,0,6.7483,4,2.1266,0.315131218,0.5317,30.2575,66.1675,0.75,3,0,1,6794,6/02/2014,58,2113,,0.5253,30.55,67.53,36.98,1,,,11,,,,,,,,,,,,,,
7238,20,2013,,2500,,,2314,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6795,6/02/2014,58,2114,,0.5427,29.5,64.88,35.38,1,,,5,,,,,,,,,,,,,,
7239,20,2013,,2500,,,2314,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6796,6/02/2014,58,Jan-15,,0.5467,31.15,68.36,37.21,0,,,8,brown and spotty,,,,,,,,,,,,,
7240,20,2013,,2500,,,2314,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6797,6/02/2014,58,2120,,0.5119,29.83,63.9,34.07,1,,,12,,,,,,,,,,,,,,
7241,20,2013,01/201,01/201,,2204,2204,,,,CP,2012,,,,,,,653,254,12,20/01/2014,12.7593,7/02/2014,59,82,141,14,12.1919,4,2.8072,0.230251232,0.7018,31.24,70.795,0.75,3,0,1,6798,7/02/2014,59,2131,,0.733,31.33,70.29,38.96,1,,,7,,,,,,,,,,,,,,
7242,20,2013,,01/201,,,2204,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6799,7/02/2014,59,2132,,0.6811,31.42,72.39,40.97,0,,,8,,,,,,,,,,,,,,
7243,20,2013,,01/201,,,2204,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6800,7/02/2014,59,2133,,0.7048,31.14,71.16,40.02,1,,,1,,,,,,,,,,,,,,
7244,20,2013,,01/201,,,2204,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6801,7/02/2014,59,2144,,0.6883,31.07,69.34,38.27,1,,,2,,,,,,,,,,,,,,
7245,20,2013,4421,4421,,2315,2315,01/231,1911,5263,CP,2013,2/02/2010,4,4,,,,799,226,11,20/01/2014,12.5249,7/02/2014,59,82,137,43,9.9284,6,3.4804,0.350549938,0.5801,29.84166667,65.68333333,0.333333333,2,0,1,6802,7/02/2014,59,2121,,0.5999,30.07,66.94,36.87,0,,,3,,,,,,,,,,,,,,
7246,20,2013,,4421,,,2315,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6803,7/02/2014,59,2122,,0.5878,29.49,64.59,35.1,0,,,4,,,,,,,,,,,,,,
7247,20,2013,,4421,,,2315,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6804,7/02/2014,59,2123,,0.5262,30.33,67.46,37.13,1,,,2,,,,,,,,,,,,,,
7248,20,2013,,4421,,,2315,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6805,7/02/2014,59,2124,,0.5832,29.89,65.97,36.08,1,,,12,,,,,,,,,,,,,,
7249,20,2013,,4421,,,2315,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6806,7/02/2014,59,2125,,0.5796,30.26,64.38,34.12,0,,,6,,,,,,,,,,,,,,
7250,20,2013,,4421,,,2315,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6807,7/02/2014,59,2223,,0.6037,29.01,64.76,35.75,0,,,3,,,,,,,,,,,,,,
7251,20,2013,2450,2450,,2316,2316,2100,1806,5636,CP,2013,14/02/2011,3,5,,,,808,249,10,20/01/2014,7.0085,7/02/2014,59,70,159,0,5.769,2,0.96,0.166406656,0.48,30.37,68.79,0.5,1,0,1,6808,7/02/2014,59,2130,,0.56,30.37,68.79,38.42,1,,,11,,,,,,,,,,,,,,
7252,20,2013,,2450,,,2316,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,
7253,20,2013,Feb-01,Feb-01,,2317,2317,,,,CP,2013,,,,,,was 0001,656,274,12,20/01/2014,7.0363,7/02/2014,59,71,157,0,7.1852,2,1.2522,0.174274898,0.6261,30.345,67.195,0.5,1,0,1,6809,7/02/2014,59,2151,,0.6474,30.43,67.93,37.5,1,,,5,,,,,,,,,,,,,,
7254,20,2013,,Feb-01,,,2317,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6810,7/02/2014,59,2152,,0.6048,30.26,66.46,36.2,0,,,10,,,,,,,,,,,,,,
7255,20,2013,01/210,01/210,,2207,2207,,,,CP,2012,,,,,,,813,251,10,20/01/2014,10.9084,8/02/2014,60,79,165,0,8.0362,5,3.0336,0.377491849,0.6067,30.412,68.374,0.4,2,0,1,6811,8/02/2014,60,2204,,0.6235,30.61,69.86,39.25,0,,,10,,,,,,,,,,,,,,
7256,20,2013,,01/210,,,2207,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6812,8/02/2014,60,2205,,0.597,29.82,65.94,36.12,0,,,11,,,,,,,,,,,,,,
7257,20,2013,,01/210,,,2207,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6813,8/02/2014,60,2210,,0.5739,30.4,67.49,37.09,1,,,12,,,,,,,,,,,,,,
7258,20,2013,,01/210,,,2207,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6814,8/02/2014,60,2211,,0.6156,30.59,69.39,38.8,1,,,1,,,,,,,,,,,,,,
7259,20,2013,,01/210,,,2207,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6815,8/02/2014,60,2212,,0.6236,30.64,69.19,38.55,0,,,2,,,,,,,,,,,,,,
7260,20,2013,Mar-01,Mar-01,,2212,2212,3014,1434,5136,CP,2012,24/01/2010,4,5,,,,763,273,6,20/01/2014,10.6383,8/02/2014,60,79,142,24,8.67,5,2.7508,0.31727797,0.5502,29.626,66.478,0.4,2,0,1,6816,8/02/2014,60,2155,,0.5543,29.35,66.24,36.89,0,,,5,,,,,,,,,,,,,,
7261,20,2013,,Mar-01,,,2212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6817,8/02/2014,60,2200,,0.55,29.9,66.07,36.17,0,,,6,,,,,,,,,,,,,,
7262,20,2013,,Mar-01,,,2212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6818,8/02/2014,60,2201,,0.5288,29.9,67.58,37.68,1,,,7,,,,,,,,,,,,,,
7263,20,2013,,Mar-01,,,2212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6819,8/02/2014,60,2202,,0.6177,30.36,68.23,37.87,1,,,8,,,,,,,,,,,,,,
7264,20,2013,,Mar-01,,,2212,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6820,8/02/2014,60,2203,,0.5,28.62,64.27,35.65,0,,,9,,,,,,,,,,,,,,
7265,20,2013,0023,0023,,2318,2318,3322,1430,5944,CP,2013,27/01/2012,2,3,,,,786,237,9,20/01/2014,7.4764,8/02/2014,60,73,164,0,7.7134,2,1.2066,0.156429071,0.6033,30.385,68.04,0.5,1,0,1,6821,8/02/2014,60,2153,,0.5558,30.34,68.6,38.26,1,,,3,,,,,,,,,,,,,,
7266,20,2013,,0023,,,2318,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6822,8/02/2014,60,2154,,0.6508,30.43,67.48,37.05,0,,,4,,,,,,,,,,,,,,
7267,20,2013,51/500,51/500,,2319,2319,,,,CP,2013,,,,,,was 0000,720,293,3,20/01/2014,7.2924,8/02/2014,60,70,123,tip,6.9621,2,1.5404,0.221255081,0.7702,31.79,72.49,0,0,0,1,6823,8/02/2014,60,2213,,0.7384,32.07,72.42,40.35,0,,,3,,,,,,,,,,,,,,
7268,20,2013,,51/500,,,2319,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6824,8/02/2014,60,2214,,0.802,31.51,72.56,41.05,0,,,4,,,,,,,,,,,,,,
7269,20,2013,2054,2054,,2320,2320,2122,1835,5565,CP,2013,9/02/2011,3,6,,,,734,299,4,20/01/2014,8.9933,8/02/2014,60,71,158,0,7.9368,4,2.3341,0.294085778,0.5835,30.1775,65.68,0.25,1,0,1,6825,8/02/2014,60,2215,,0.583,30.38,66.12,35.74,0,,,5,,,,,,,,,,,,,,
7270,20,2013,,2054,,,2320,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6826,8/02/2014,60,2220,,0.55,30.17,66.61,36.44,0,,,6,,,,,,,,,,,,,,
7271,20,2013,,2054,,,2320,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6827,8/02/2014,60,2221,,0.6411,30.44,66.13,35.69,0,,,7,,,,,,,,,,,,,,
7272,20,2013,,2054,,,2320,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6828,8/02/2014,60,2222,,0.56,29.72,63.86,34.14,1,,,8,,,,,,,,,,,,,,
